CustomerID,PersonType,Title,FirstName,MiddleName,LastName,EmailPromotion,PersonID
74,SC,Mr.,Robert,NULL,Brown,0,371
75,SC,Mr.,Kevin,F.,Browne,1,372
76,SC,Ms.,Mary,K.,Browning,1,373
77,SC,Mr.,Dave,P.,Browning,0,374
78,SC,Mr.,Dick,R.,Brummer,0,375
79,SC,Mr.,Michael,NULL,Brundage,0,376
80,SC,Ms.,Shirley,R.,Bruner,2,377
81,SC,Ms.,June,B.,Brunner,0,378
82,SC,Mr.,Edward,T.,Buensalido,0,379
83,SC,Ms.,Megan,E.,Burke,2,380
84,SC,Ms.,Karren,K.,Burkhardt,0,382
85,SC,Ms.,Deanna,R.,Buskirk,1,384
86,SC,Mr.,Jared,L.,Bustamante,0,385
87,SC,Ms.,Barbara,J.,Calone,0,386
88,SC,Ms.,Lindsey,R.,Camacho,0,387
89,SC,Ms.,DeeDee,J.,Cameron,1,388
90,SC,Mr.,David,NULL,Campbell,2,389
91,SC,Mr.,Henry,L.,Campen,2,390
92,SC,Mr.,Chris,NULL,Cannon,0,391
93,SC,Mr.,Joseph,J.,Cantoni,0,392
94,SC,Mr.,Jun,NULL,Cao,0,393
95,SC,Ms.,Jane,N.,Carmichael,1,394
96,SC,Ms.,Jovita,A.,Carmody,0,395
97,SC,Mr.,Steve,J.,Carnes,2,396
98,SC,Mr.,Rob,NULL,Caron,0,397
99,SC,Mr.,Andy,NULL,Carothers,0,398
100,SC,Ms.,Donna,F.,Carreras,1,399
101,SC,Ms.,Rosmarie,J.,Carroll,0,400
102,SC,Ms.,Pamela,A.,Carlson,2,401
103,SC,Mr.,Raul,E.,Casts,0,402
104,SC,Ms.,Elizabeth,E.,Catalano,0,403
105,SC,Mr.,Matthew,J.,Cavallari,0,404
106,SC,Mr.,Andrew,NULL,Cencini,0,405
107,SC,Ms.,Stacey,M.,Cereghino,1,406
108,SC,Mr.,Baris,NULL,Cetinok,1,407
109,SC,Mr.,Forrest,J.,Chandler,1,408
110,SC,Mr.,Lee,J.,Chapla,2,409
111,SC,Mr.,Pei,NULL,Chow,0,412
112,SC,Mr.,Yao-Qiang,NULL,Cheng,1,413
113,SC,Ms.,Nicky,E.,Chesnut,2,414
114,SC,Mr.,Mike,M.,Choi,0,415
115,SC,Ms.,Ruth,A.,Choin,0,416
116,SC,Mr.,Anthony,NULL,Chor,1,417
117,SC,Mr.,Charles,M.,Christensen,2,418
118,SC,Ms.,Jill,J.,Christie,0,419
119,SC,Ms.,Alice,NULL,Clark,1,420
120,SC,Ms.,Gina,N.,Clark,2,421
121,SC,Ms.,Kristine,J.,Cleary,2,422
122,SC,Ms.,Connie,L.,Coffman,0,424
123,SC,Ms.,Jeanette,R.,Cole,2,425
124,SC,Mr.,Takiko,J.,Collins,0,426
125,SC,Mr.,John,L.,Colon,0,427
126,SC,Mr.,Scott,A.,Colvin,2,428
127,SC,Mr.,Aaron,NULL,Con,0,429
128,SC,Ms.,Stephanie,NULL,Conroy,0,430
129,SC,Mr.,Patrick,M.,Cook,0,431
130,SC,Mr.,Scott,NULL,Cooper,0,432
131,SC,Ms.,Eva,NULL,Corets,1,433
132,SC,Mr.,Marlin,M.,Coriell,0,434
133,SC,Ms.,Pamela,R.,Cox,1,435
134,SC,Mr.,Jack,NULL,Creasey,2,436
135,SC,Mr.,Grant,NULL,Culbertson,0,438
136,SC,Mr.,Scott,NULL,Culp,0,439
137,SC,Mr.,Conor,NULL,Cunningham,0,440
138,SC,Mr.,Jose,M.,Curry,0,441
139,SC,Mr.,Mike,NULL,Danseglio,0,442
140,SC,Ms.,Megan,N.,Davis,0,443
141,SC,Sr.,Alvaro,NULL,De Matos Miranda Filho,1,444
142,SC,Mr.,Jose,NULL,De Oliveira,2,445
143,SC,Mr.,Kirk,NULL,DeGrasse,0,446
144,SC,Ms.,Aidan,NULL,Delaney,0,447
145,SC,Mr.,Stefan,NULL,Delmarco,2,448
146,SC,Mr.,Shawn,R.,Demicell,2,449
147,SC,Ms.,Helen,J.,Dennis,2,450
148,SC,Mr.,Prashanth,NULL,Desai,2,451
149,SC,Ms.,Bev,L.,Desalvo,1,452
150,SC,Ms.,Brenda,NULL,Diaz,0,453
151,SC,Mr.,Andrew,NULL,Dixon,0,454
152,SC,Mr.,Blaine,NULL,Dockter,1,455
153,SC,Ms.,Cindy,M.,Dodd,2,456
154,SC,Mr.,John,T.,Donovan,1,457
155,SC,Ms.,Patricia,NULL,Doyle,0,458
156,SC,Mr.,Gerald,M.,Drury,0,459
157,SC,Mr.,Gary,T.,Drury,1,460
158,SC,Mr.,Bernard,NULL,Duerr,0,461
159,SC,Sr.,Adrian,NULL,Dumitrascu,0,462
160,SC,Mr.,Bart,NULL,Duncan,1,463
161,SC,Mr.,Maciej,NULL,Dusza,1,464
162,SC,Ms.,Shelley,NULL,Dyck,0,465
163,SC,Ms.,Carla,L.,Eldridge,0,466
164,SC,Ms.,Carol,B.,Elliott,2,467
165,SC,Ms.,Shannon,P.,Elliott,0,468
166,SC,Mr.,John,NULL,Emory,1,469
167,SC,Ms.,Gail,NULL,Erickson,1,470
168,SC,Mr.,Mark,B,Erickson,2,471
169,SC,Ms.,Twanna,R.,Evans,2,472
170,SC,Ms.,Ann,R.,Evans,1,473
171,SC,Mr.,John,NULL,Evans,0,474
172,SC,Mr.,Fadi,NULL,Fakhouri,0,475
173,SC,Ms.,Carolyn,NULL,Farino,2,476
174,SC,Ms.,Geri,P.,Farrell,1,477
175,SC,Ms.,Hanying,NULL,Feng,0,478
176,SC,Mr.,James,NULL,Fine,0,479
177,SC,Ms.,Kathie,NULL,Flood,0,480
178,SC,Mr.,Jeffrey,L.,Ford,0,481
179,SC,Mr.,Garth,NULL,Fort,0,482
180,SC,Ms.,Dorothy,J.,Fox,2,483
181,SC,Ms.,Judith,B.,Frazier,0,484
182,SC,Mr.,Liam,J.,Friedland,0,485
183,SC,Mr.,Mihail,NULL,Frintu,0,486
184,SC,Mr.,John,NULL,Ford,2,487
185,SC,Mr.,Paul,J.,Fulton,2,488
186,SC,Ms.,Aldeen,J.,Gallagher,2,489
187,SC,Mr.,Michael,NULL,Galos,0,490
188,SC,Mr.,Jon,NULL,Ganio,1,491
189,SC,Mr.,Dominic,P.,Gash,0,492
190,SC,Ms.,Janet,M.,Gates,0,493
191,SC,Mr.,Orlando,N.,Gee,0,494
192,SC,Mr.,Darren,NULL,Gehring,1,495
193,SC,Mr.,Jim,NULL,Geist,0,496
194,SC,Mr.,Guy,NULL,Gilbert,0,497
195,SC,Ms.,Janet,J.,Gilliat,0,498
196,SC,Ms.,Mary,M.,Gimmi,0,499
197,SC,Ms.,Jeanie,R.,Glenn,2,500
198,SC,Mr.,Scott,NULL,Gode,0,501
199,SC,Mr.,Mete,NULL,Goktepe,2,502
200,SC,Ms.,Linda,L.,Gonzales,0,504
201,SC,Ms.,Abigail,J.,Gonzalez,0,505
202,SC,Mr.,Michael,NULL,Graff,2,506
203,SC,Mr.,Geoff,NULL,Grisso,1,507
204,SC,Mr.,Douglas,NULL,Groncki,1,508
205,SC,Mr.,Brian,NULL,Groth,1,509
206,SC,Ms.,Faith,M.,Gustafson,1,510
207,SC,Mr.,Matthew,M.,Hagemann,0,511
208,SC,Ms.,Erin,M.,Hagens,0,512
209,SC,Ms.,Betty,M.,Haines,2,513
210,SC,Mr.,James,R.,Hamilton,0,515
211,SC,Mr.,Kerim,NULL,Hanif,0,516
212,SC,Ms.,Jean,P.,Handley,2,517
213,SC,Mr.,Mark,NULL,Hanson,0,518
214,SC,Ms.,Kimberly,Beth,Harrington,1,519
215,SC,Mr.,Lucy,NULL,Harrington,0,520
216,SC,Mr.,Keith,NULL,Harris,2,521
217,SC,Ms.,Doris,NULL,Hartwig,0,522
218,SC,Mr.,Roger,NULL,Harui,2,523
219,SC,Ms.,Ann,T.,Hass,2,524
220,SC,Mr.,Mark,NULL,Hassall,1,525
221,SC,Mr.,James,NULL,Hendergart,0,526
222,SC,Mr.,John,NULL,Hanson,1,527
223,SC,Ms.,Valerie,M.,Hendricks,1,528
224,SC,Mr.,Jay,NULL,Henningsen,0,529
225,SC,Ms.,Pam,L.,Herrick,0,530
226,SC,Ms.,Cheryl,M.,Herring,0,531
227,SC,Mr.,Ronald,K.,Heymsfield,0,532
228,SC,Mr.,Sidney,NULL,Higa,2,533
229,SC,Ms.,Fran,P.,Highfill,0,534
230,SC,Mr.,Reinout,NULL,Hillmann,0,535
231,SC,Mr.,Mike,NULL,Hines,1,536
232,SC,Mr.,Matthew,NULL,Hink,2,537
233,SC,Ms.,Nancy,E.,Hirota,0,538
234,SC,Mr.,Douglas,NULL,Hite,0,539
235,SC,Mr.,David,NULL,Hodgson,2,540
236,SC,Ms.,Helge,NULL,Hoeing,1,541
237,SC,Ms.,Barbara,NULL,Hoffman,0,542
238,SC,Mr.,Bob,NULL,Hodges,1,544
239,SC,Ms.,Juanita,J.,Holman,2,545
240,SC,Mr.,Peter,NULL,Houston,2,546
241,SC,Mr.,George,M.,Huckaby,0,547
242,SC,Mr.,Joshua,J.,Huff,1,548
243,SC,Ms.,Phyllis,R.,Huntsman,2,550
244,SC,Mr.,Lawrence,E.,Hurkett,1,551
245,SC,Mr.,Lucio,NULL,Iallo,2,552
246,SC,Mr.,Richard,L.,Irwin,0,553
247,SC,Mr.,Erik,NULL,Ismert,2,554
248,SC,Mr.,Eric,A.,Jacobsen,0,555
249,SC,Ms.,Jodan,M.,Jacobson,0,556
250,SC,Ms.,Mary,NULL,Alexander,0,557
251,SC,Ms.,Joyce,NULL,Jarvis,0,558
252,SC,Mr.,Samuel,A.,Johnson,0,559
253,SC,Mr.,Greg,M.,Johnson,1,560
254,SC,Mr.,Barry,NULL,Johnson,1,561
255,SC,Mr.,Brian,NULL,Johnson,2,562
256,SC,Mr.,David,NULL,Johnson,2,563
257,SC,Mr.,Willis,NULL,Johnson,1,564
258,SC,Mr.,Brannon,NULL,Jones,2,565
259,SC,Ms.,Jean,NULL,Jordan,1,566
260,SC,Ms.,Peggy,J.,Justice,0,567
261,SC,Ms.,Diane,F.,Krane,0,568
262,SC,Mr.,Sandeep,NULL,Kaliyath,0,570
263,SC,Ms.,Judith,F.,Krane,2,571
264,SC,Ms.,Kay,E.,Krane,0,572
265,SC,Mr.,Sandeep,NULL,Katyal,2,573
266,SC,Mr.,John,NULL,Kelly,1,574
267,SC,Mr.,Robert,NULL,Kelly,1,575
268,SC,Mr.,Kevin,NULL,Kennedy,1,576
269,SC,Mr.,Imtiaz,NULL,Khan,0,578
270,SC,Ms.,Karan,NULL,Khanna,0,579
271,SC,Mr.,Russell,NULL,King,0,580
272,SC,Mr.,Anton,NULL,Kirilov,1,581
273,SC,Mr.,Christian,NULL,Kleinerman,0,582
274,SC,Mr.,Andrew,P.,Kobylinski,0,583
275,SC,Mr.,Reed,NULL,Koch,1,584
276,SC,Mr.,Eugene,NULL,Kogan,0,585
277,SC,Mr.,Scott,NULL,Konersmann,2,586
278,SC,Ms.,Joy,R.,Koski,0,587
279,SC,Mr.,Mitch,NULL,Kennedy,1,588
280,SC,Ms.,Margaret,T.,Krupka,0,590
281,SC,Mr.,Jeffrey,NULL,Kurtz,2,591
282,SC,Mr.,Peter,NULL,Kurniawan,0,592
283,SC,Mr.,Eric,NULL,Lang,0,593
284,SC,Ms.,Elsa,NULL,Leavitt,0,594
285,SC,Mr.,Michael,J.,Lee,1,595
286,SC,Ms.,Marjorie,M.,Lee,0,596
287,SC,Mr.,Frank,NULL,Campbell,1,597
288,SC,Mr.,Roger,NULL,Lengel,2,598
289,SC,Mr.,A.,Francesca,Leonetti,2,599
290,SC,Ms.,Bonnie,B.,Lepro,0,600
291,SC,Ms.,Gloria,J.,Lesko,0,601
292,SC,Ms.,Judy,NULL,Lew,1,602
293,SC,Ms.,Elsie,L.,Lewin,0,603
294,SC,Mr.,George,Z.,Li,0,604
295,SC,Mr.,Joseph,M.,Lique,0,605
296,SC,Mr.,Paulo,H.,Lisboa,0,606
297,SC,Mr.,David,J.,Liu,1,607
298,SC,MS.,Jinghao,NULL,Liu,2,608
299,SC,Mr.,Kevin,NULL,Liu,2,609
300,SC,Mr.,Run,NULL,Liu,1,610
301,SC,Mr.,John,K.,Long,0,611
302,SC,Ms.,Sharon,J.,Looney,0,612
303,SC,Mr.,Spencer,NULL,Low,0,614
304,SC,Mr.,Richard,NULL,Lum,0,615
305,SC,Ms.,Judy,R.,Lundahl,0,616
306,SC,Ms.,Helen,R.,Lutes,2,618
307,SC,Ms.,Denise,R.,Maccietto,0,619
308,SC,Mr.,Scott,NULL,MacDonald,0,620
309,SC,Mr.,Walter,J.,Mays,1,621
310,SC,Mr.,Patrick,J.,Magenheimer,2,622
311,SC,Ms.,Kathy,R.,Marcovecchio,0,623
312,SC,Ms.,Melissa,R.,Marple,2,625
313,SC,Mr.,Frank,NULL,Mart¡nez,1,626
314,SC,Mr.,Chris,NULL,Maxwell,0,627
315,SC,Ms.,Sandra,B.,Maynard,1,628
316,SC,Mr.,John,J.,McClane,0,629
317,SC,Ms.,Katie,NULL,McAskill-White,2,630
318,SC,Ms.,Lola,M.,McCarthy,0,631
319,SC,Ms.,Jane,A.,McCarty,2,632
320,SC,Ms.,Nikki,NULL,McCormick,1,633
321,SC,Mr.,Alejandro,NULL,McGuel,0,634
322,SC,Ms.,Yvonne,NULL,McKay,0,635
323,SC,Ms.,Nkenge,NULL,McLin,1,636
324,SC,Mr.,R. Morgan,L.,Mendoza,0,638
325,SC,Mr.,Tosh,NULL,Meston,0,639
326,SC,Mr.,Eric,B.,Meyer,0,640
327,SC,Ms.,Helen,M.,Meyer,0,641
328,SC,Ms.,Deanna,NULL,Meyer,0,642
329,SC,Mr.,Gary,P.,Meyerhoff,0,643
330,SC,Mr.,Jan,NULL,Miksovsky,1,644
331,SC,Ms.,Virginia,L.,Miller,1,645
332,SC,Mr.,Dylan,NULL,Miller,1,646
333,SC,Mr.,Frank,NULL,Miller,0,647
334,SC,Ms.,Neva,M.,Mitchell,0,648
335,SC,Mr.,Joseph,P.,Mitzner,2,649
4962,IN,Mr.,Eric,NULL,Rothenberg,0,754
5104,IN,Mr.,Luke,J.,Roy,2,755
1725,IN,Mr.,Thomas,T.,Sanchez,0,756
3030,IN,Mr.,Mike,NULL,Seamans,0,757
3166,IN,Mr.,Steven,NULL,Selikoff,1,758
3431,IN,Mr.,Joshua,R.,Several,0,759
7269,IN,Mr.,Marty,E.,Simpson,0,760
7510,IN,Mr.,David,NULL,Simpson,2,761
7585,IN,Mr.,Paul,NULL,Singh,1,762
7820,IN,Ms.,Bonnie,L.,Skelly,0,763
8231,IN,Mr.,Rolando,T.,Smith,1,764
8306,IN,Mr.,Ben,NULL,Adams,0,765
8618,IN,Mr.,Jeff,NULL,Smith,0,766
4315,IN,Mr.,William,K.,Sotelo,0,767
336,SC,Ms.,Laura,C.,Steele,0,775
337,SC,Mr.,Alan,NULL,Steiner,0,776
338,SC,Mr.,Derik,NULL,Stenerson,2,777
339,SC,Mr.,Vassar,J.,Stern,0,778
340,SC,Ms.,Wathalee,R.,Steuber,2,779
341,SC,Ms.,Alice,M.,Steiner,2,780
342,SC,Ms.,Liza Marie,N.,Stevens,2,781
343,SC,Mr.,Robert,B.,Stotka,0,783
344,SC,Ms.,Kayla,M.,Stotler,0,784
345,SC,Mr.,Charles,J.,Strange,0,785
346,SC,Ms.,Ruth,J.,Suffin,1,786
347,SC,Ms.,Elizabeth,J.,Sullivan,1,787
348,SC,Mr.,Michael,NULL,Sullivan,2,788
349,SC,Mr.,Brad,NULL,Sutton,1,789
350,SC,Mr.,Abraham,L.,Swearengin,0,791
351,SC,Ms.,Shelly,NULL,Szymanski,1,792
352,SC,Ms.,Julie,NULL,Taft-Rider,0,793
353,SC,Mr.,Clarence,R.,Tatman,0,794
354,SC,Mr.,Damon,A.,Taylor,0,795
355,SC,Mr.,Jeff,E.,Teper,0,796
356,SC,Mr.,Chad,J.,Tedford,1,797
357,SC,Mr.,Sameer,A.,Tejani,1,798
358,SC,Ms.,Vanessa,J.,Tench,2,799
359,SC,Ms.,Judy,J.,Thames,0,800
360,SC,Ms.,Karen,M.,Theisen,2,801
361,SC,Mr.,James,R.,Thomas,2,802
362,SC,Mr.,Donald,M.,Thompson,0,803
363,SC,Ms.,Kendra,N.,Thompson,0,804
364,SC,Mr.,Daniel,P.,Thompson,0,805
365,SC,Mr.,Mike,NULL,Tiano,0,806
366,SC,Ms.,Diane,NULL,Tibbott,0,807
367,SC,Ms.,Danielle,NULL,Tiedt,1,808
368,SC,Mr.,Tony,NULL,Ting,0,809
369,SC,Ms.,Delia,B.,Toone,1,810
370,SC,Mr.,Alvin,J.,Torre,1,811
371,SC,Mr.,Abe,M.,Tramel,0,812
372,SC,Ms.,Doris,J.,Traube,0,815
373,SC,Mr.,David,F.,Trolen,2,816
374,SC,Mr.,Michael John,R.,Troyer,0,817
375,SC,Ms.,Christie,J.,Trujillo,0,818
376,SC,Ms.,Lynn,NULL,Tsoflias,0,819
377,SC,Mr.,Sairaj,NULL,Uddin,1,821
378,SC,Mr.,Sunil,NULL,Uppal,0,822
379,SC,Ms.,Mary,J.,Vaca,0,823
380,SC,Mr.,H.,Brian,Valentine,0,824
381,SC,Mr.,Jessie,E.,Valerio,2,825
382,SC,Mr.,Gregory,T.,Vanderbout,0,826
383,SC,Mr.,Michael,NULL,Vanderhyde,0,827
384,SC,Ms.,Margaret,J.,Vanderkamp,0,828
385,SC,Mr.,Nieves,J.,Vargas,0,829
386,SC,Mr.,Gary,T,Vargas,2,830
387,SC,Mr.,Ranjit,Rudra,Varkey Chudukatil,1,831
388,SC,Ms.,Patricia,M.,Vasquez,0,832
389,SC,Ms.,Wanda,F.,Vernon,0,833
390,SC,Mr.,Robert,R.,Vessa,0,834
391,SC,Ms.,Caroline,A.,Vicknair,0,835
5414,IN,Mr.,Kelvin,K,Xie,1,918
4607,IN,MS.,Laura,NULL,Liu,0,919
7955,IN,MS.,Isabella,NULL,Cox,0,920
8404,IN,MS.,Isabella,J,Howard,0,921
3777,IN,MS.,Laura,NULL,Liang,2,922
1931,IN,MS.,Laura,S,Guo,0,923
6973,IN,MS.,Isabella,NULL,Torres,0,924
8553,IN,MS.,Laura,NULL,Hu,2,925
3647,IN,MS.,Lisa,J,Liu,0,926
6541,IN,MS.,Lisa,NULL,Yang,0,927
4560,IN,MS.,Lisa,C,Zhao,1,928
4393,IN,MS.,Lisa,NULL,Liang,0,929
2721,IN,Mr.,Jamie,M,Zhang,1,930
4599,IN,Mr.,Jamie,NULL,Huang,2,931
3400,IN,MS.,Isabella,R,James,0,932
4365,IN,MS.,Isabella,NULL,West,1,933
1251,IN,Mr.,Jamie,E,Liang,0,934
2034,IN,MS.,Isabella,NULL,Brooks,2,935
2525,IN,MS.,Jamie,NULL,Harrison,0,936
5623,IN,MS.,Isabella,NULL,Kelly,0,937
5188,IN,MS.,Isabella,D,Sandberg,2,938
1515,IN,Mr.,Jamie,L,Zeng,1,939
5723,IN,MS.,Erica,J,Zhang,0,940
925,IN,MS.,Erica,C,Huang,0,941
6700,IN,MS.,Erica,NULL,Zhao,1,942
8263,IN,MS.,Kristen,NULL,Liu,1,943
3386,IN,MS.,Isabella,K,Bennett,0,944
3087,IN,MS.,Kristen,NULL,Lu,0,945
1504,IN,MS.,Kristen,NULL,Gao,1,946
6269,IN,MS.,Kristen,A,Ma,0,947
1307,IN,MS.,Kristen,A,Guo,0,948
4455,IN,MS.,Isabella,C,Wood,1,949
3607,IN,MS.,Kristen,A,Zeng,0,950
2729,IN,Mr.,Shannon,A,Li,0,951
1018,IN,Mr.,Shannon,H,Huang,0,952
2185,IN,MS.,Isabella,NULL,Ross,0,953
2310,IN,MS.,Isabella,A,Perry,0,954
7869,IN,Mr.,Shannon,NULL,Gao,0,955
7853,IN,Mr.,Shannon,C,Guo,0,956
6411,IN,Mr.,Shannon,D,Zeng,1,957
3956,IN,Mr.,Dustin,E,She,0,958
6128,IN,Mr.,Dustin,NULL,Xu,0,959
5865,IN,Mr.,Isabella,C,Long,2,960
7485,IN,Mr.,Dustin,L,Andersen,1,961
4091,IN,Mr.,Dustin,NULL,Chande,2,962
2409,IN,Mr.,Dustin,NULL,Nath,1,963
2094,IN,Mr.,Gregory,NULL,Xie,2,964
3080,IN,Mr.,Gregory,NULL,Kumar,0,965
6804,IN,MS.,Isabella,NULL,Flores,0,966
1810,IN,Mr.,Gregory,S,Chande,0,967
3893,IN,MS.,Isabella,A,Butler,0,968
4414,IN,Mr.,Gregory,NULL,Nath,1,969
1079,IN,MS.,Isabella,NULL,Simmons,2,970
4120,IN,MS.,Gregory,J,Ferrier,2,971
1707,IN,MS.,Kenneth,S,Rai,0,972
7254,IN,MS.,Heather,NULL,Huang,0,973
928,IN,MS.,Tiffany,J,Li,0,974
7856,IN,MS.,Isabella,NULL,Alexander,2,975
5350,IN,MS.,Tiffany,L,Huang,0,976
3959,IN,MS.,Pieter,NULL,Wycoff,0,977
6039,IN,MS.,Tiffany,K,Ye,2,978
2981,IN,MS.,Isabella,J,Griffin,0,979
4217,IN,MS.,Natalie,NULL,Sanchez,1,980
4135,IN,MS.,Natalie,C,Morris,2,981
2362,IN,MS.,Natalie,A,Rogers,2,982
5867,IN,MS.,Natalie,NULL,Reed,0,983
1114,IN,MS.,Natalie,NULL,Cook,0,984
1610,IN,MS.,Max,C,Moyer,0,985
4750,IN,MS.,Natalie,T,Blue,0,986
8399,IN,MS.,Natalie,P,Murphy,2,987
3086,IN,MS.,Natalie,J,Bailey,0,988
7986,IN,MS.,Natalie,J,Rivera,1,989
8467,IN,MS.,Natalie,A,Cooper,1,990
4280,IN,MS.,Natalie,E,Richardson,0,991
6423,IN,MS.,Natalie,NULL,Cox,0,992
3847,IN,MS.,Natalie,NULL,Torres,0,993
2844,IN,MS.,Natalie,M,Peterson,0,994
4946,IN,MS.,Natalie,NULL,Ramirez,0,995
5424,IN,MS.,Natalie,M,James,0,996
6979,IN,MS.,Natalie,NULL,Watson,0,997
6763,IN,MS.,Natalie,W,Brooks,1,998
2819,IN,MS.,Natalie,NULL,Kelly,0,999
6380,IN,MS.,Natalie,NULL,Barnes,1,1000
4128,IN,Mr.,Andy,NULL,Hernandez,0,1001
4691,IN,MS.,Natalie,V,Coleman,1,1002
1781,IN,MS.,Natalie,E,Jenkins,2,1003
1010,IN,Mr.,Andy,NULL,Alvarez,0,1004
7440,IN,MS.,Natalie,L,Powell,2,1005
5952,IN,MS.,Andy,C,Munoz,0,1006
7316,IN,MS.,Natalie,K,Hughes,0,1007
3465,IN,MS.,Andy,NULL,Alonso,0,1008
3163,IN,MS.,Natalie,NULL,Flores,0,1009
6823,IN,MS.,Natalie,NULL,Simmons,1,1010
2931,IN,MS.,Natalie,NULL,Foster,1,1011
3277,IN,MS.,Natalie,NULL,Gonzales,0,1012
8070,IN,MS.,Natalie,L,Bryant,1,1013
6806,IN,MS.,Natalie,NULL,Griffin,0,1014
2307,IN,MS.,Natalie,L,Diaz,0,1015
8071,IN,Mr.,Alexandra,S,Stewart,0,1016
1548,IN,Mr.,Alexandra,J,Sanchez,0,1017
4855,IN,Mr.,Alexandra,NULL,Morris,0,1018
7950,IN,Mr.,Alexandra,C,Reed,2,1019
3500,IN,Mr.,Alexandra,NULL,Cook,0,1020
3486,IN,Mr.,Alexandra,M,Morgan,1,1021
7193,IN,Mr.,Alexandra,R,Bell,0,1022
3629,IN,Mr.,Alexandra,NULL,Murphy,0,1023
1839,IN,Mr.,Alexandra,J,Bailey,0,1024
927,IN,Mr.,Alexandra,NULL,Rivera,0,1025
1493,IN,Mr.,Alexandra,NULL,Richardson,2,1026
6663,IN,Mr.,Alexandra,W,Cox,0,1027
2347,IN,Mr.,Marcel,NULL,Truempy,1,1028
